,username,followers_count,following_count,user_tweet_count,listed_count,description,user_id
6596,TracysTracks,194,827,975,2,Senior Communications Professional and fitness enthusiast in Canada's capital.,59569332
6597,1whtb,991,554,100701,4,"Artist, designer, family historian, writing 2 books, painting in acrylics, left handed leftie & divergent thinker, born in Grafton NSW. Go to https://t.co/M5EFF9Jww2",3035485285
6599,dee4peace,2565,2703,147152,221,"Retired U.S. Coast Guard, Mom, Mastiff mom, health/wellness. Learn MMT, Progressive Activist, Goddess, Reiki Master",2679788407
6600,RevBlackNetwork,26730,1575,18464,127,"Propaganda Busters
Political Education 
Mutual Aid
Building Community

@SocialistMMA 
@Jaybefaunt 
@SabbySabs2
@Josanna16
@ComptonMadeMe
@UnholyRom3",1363918699430776833
6602,qbangela,216,853,16163,0,"Grew up in Ann Arbor, Michigan, emigrated to Canada in 1980. Writer with an interest in environmental issues. In love with life.",1146590549421387776
6603,IshHalevi,12,412,108,4,,1454158967152779264
6604,JewishVoice,22973,3378,29812,249,"More Jewish News than the @NYT, @NYP, @Newsday and @WSJ COMBINED!",57417404
6605,Thomas69882215,304,841,18395,3,Against the NWO and forced vax.,1420145767193399297
6607,PeterKlasnic,1052,4,11776,44,poll addict and BWFC addict,2487131
6608,NotaFanToday,68,156,7679,0,,1319004301407105024
6610,Heathercawte,372,398,7868,6,"Textile artist, writer, Remain voter, mother, sister, wheelchair user, lesbian, she/her.",1686642313
6611,JohnPatrinos,3701,4482,16872,10,Independent District Councillor for North Devon Council. Leans heavily towards the centre because history tells me what extremes do.,1516045213
6613,mgmatheson,87,49,14501,1,,450215896
6614,WillemsenRyan,86,603,4510,0,,1035968907775885313
6615,ezralevant,331790,2227,203317,2176,"Journalist, publisher of Rebel News — telling the other side of the story. Awarded the Queen’s Diamond Jubilee Medal for advancing freedom of expression.",20878297
6616,Duncan1770,538,1391,5739,7,Dad of one fabulous young soul. SW/Practice Educator. Social Justice. loving the same liverbird for nearly 40yrs. Still hate Thatcher.,1134885392
6617,PChambersWhite,90,123,1904,0,All personal views my own / likes & retweets don’t necessarily mean agreement or endorsement,1154417842235858946
6618,Denton79,146,173,13246,2,,28898803
6620,Crazy_CanuckCan,90,125,21621,5,A Slice of Common ¢ents In The Middle of A Dense Fog,830790272195973120
6621,SandyHi2244,2790,3219,97909,1,Retired Ontario educator. Knowledge is power. Knowledge shared is power multiplied. #StrongerTogether,1214207026609278978
6622,ColetteMandin,652,1585,68737,7,Passionate about saving our blue dot for the next generations. 🌎 Hoping to survive the pandemic and our current politics.,636649732
6623,DaniGramFLA,4926,5087,59875,4,"What's The State of Our Democracy, featuring Timothy Snyder https://t.co/5HV3LQWkoj via",761259480164274176
6624,trom771,62281,41485,17507,38,Democracies don't end with a bang. They are slowly chipped away at until they become something else. Don't be fooled into thinking it can't happen here.,2880052887
6625,sueprit28110617,40,329,822,0,,834471101778579456
6626,GolferProject,11,67,407,0,"I love golf. As a senior, I still have ambitions. My aim is single HCP! ⛳️",1444681491972345859
6627,HakkilaMarko,50,330,1579,0,"Fishing is a lifeform!
I love to cook. 
Seek the truth about world!
Crypto currencies all the way! $TRON $THETA $ETH $SHIB",1293630141890002944
6628,Mehrae2,37,209,1271,2,,1235622243344027648
6629,ThelmaMcNamara3,1211,1312,148909,1,,1192419420175515650
6631,Victory35241763,233,230,64080,1,,1334337376215240704
6634,LloydCosby,4863,5238,75989,1,Left leaning Liberal. Disabled fighting for disabled rights and this is the hill that I'm going to die on. Open to intelligent discussion from any side.,807071558
6636,Richenet,28,330,5614,0,,189370399
6637,OchelliEffect,2051,2286,30897,20,"https://t.co/ZO2ur68Y5Z Radio Network Listen/Chat LIVE https://t.co/nbcnWuwLZz or Smartphone/device https://t.co/evCRLmRaWh 
REVELATION THROUGH CONVERSATION",3303301263
6639,magnetic_allah,0,21,42,0,I know the Truth,1491083550417997827
6642,heather_brooks,263,417,8370,0,,73881494
6644,Cathi_Bea,1916,2717,104264,4,,236180687
6646,D_i_Y,537,1308,44264,14,"Ludlow boy sent to East Anglia by the Royal Air Force. Ex Loc Govt. Now a Parish Councillor & Churchwarden. Live life to the fullest, U only get 1 go.",309536702
6647,Pepesplants,10916,11605,70873,355,"America does not have a racist problem! It has a marxist problem!!
go here: https://t.co/ZUJfNWqfgX
 RT = it's interesting, not endorsement.",49511290
6648,hek29300,60,156,654,1,https://t.co/B9oqpempL1,1480725285821726725
6651,Artpolitics3,318,715,3716,0,"US Navy Vet. Retired musician, songwriter, producer. Currently a wildlife photo enthusiasts.  No DMs please.",1263986113338695681
6652,Helen121,4445,4996,227701,84,"European. Politics, economics, education, a kinder society & the Rule of Law. The Archers my only light relief. Retweets not always an endorsement.",17695133
6653,MacWilliam_24,371,275,2217,4,"Former Professional Hockey Player. Actor, “Miracle”. Coach/Consultant, Bell “Making The Cut”. Journeyman Pressman. Wanna-Be Musician. Believer.",1041875666453520384
6654,vetusmundusordo,39,58,189,1,"just a fringe minority, deplorable Ozzy girl who will never comply.",1457646566580232195
6655,tengocomezon,271,887,31839,2,¡todos ustedes me dan asco!..,97524276
6656,giles__white,367,903,6974,3,"Fitness and Health Promotion Graduate from SLC, 2016 Canadian Provincial Hockey Champion, dream is to play a professional hockey game one day!",26281720
6657,LessLee2,482,1094,35070,12,,348948016
6658,Aaniin1979,3,126,83,0,,1488515467136360450
6659,Helene30384469,147,295,25597,0,"Mother,Grandma. Retired senior. Father was a veteran of WW1.Royal Navy.",1295456970049118208
6661,Gilliganista,3126,4972,157892,49,"#Resistance is the unwavering #allegiance to the ideals of #democracy, through #truth disclosed in the #marketplace and #justice enclosed in the #Constitution.",462467664
6662,Banxcartoons,9193,1442,18100,353,"Cartoonist for FT, Private Eye, Spectator, American Bystander, Punch, Oink!, Vice, Wall St Journal, Woodstock & Bladon News",131788726
6663,allm0ther,712,446,132446,10,,771414505276309504
6667,VerityKalcev,1754,1497,100444,17,Just me then.,771611432
6668,RevolutionIn801,213,123,60423,2,Utahn. Proud Soccer/Dance Mom and Suburban Housewife. Armchair commentator. Activist. I call 'em like I see 'em.,825255241083817984
6669,JohnPersinos1,2721,1022,34449,0,Seasoned journalist and steadfast iconoclast. Ring-a-ding-ding.,384859207
6670,suddensingledad,129,380,503,2,Longing for some semblance of reason in our public discourse. This means removing those who strive for authoritarianism.,195481140
6671,JSHKT20,1735,1303,13675,34,"The photo? The Old Pheasantry-what it’s all https://t.co/GmFWS1lcYD views may or may not coincide with yours but that’s social media for https://t.co/bj4dTkWR9C of Tea,Toast and Toilets……",877903387
6673,100jld,164,1598,8900,1,1 of the 50 million in the UK who did NOT vote for Brexit.,1610619426
6675,upshotme,71,254,65286,2,Don't hate. Help rid the World o Woke/Toxicity. Do Peace sharing worthy counter-stories/views to enlighten & provoke Independent Liberal Coexistence of Ideals.,2855329598
6677,SteamFlyerJames,2333,2570,6476,3,"Political & history junkie, teacher, & fellow traveller in this temporal reality. Enjoy good books, films, yo-yo cookies 😋 & absurd humour. Love my kids!",1234881563910762496
6678,ABOilfieldwife,12,219,1286,5,,1140837306049290240
6679,Monkeemagic,538,851,24255,1,Love animals......Love jazz blue's music.....Can be opinionated.....Interested in politics.....Don't like lying politician's......Dislike  pedophiles....,898659613343531010
6680,PerformPukeko,617,920,21914,2,Sweet/Kind/Opinionated/ReformedConventGel😎#PoliticallyLeftPukeko #TheatricalPukeko #hEDS #KiwinAz #OperaWine #B3 ♥ #VIRT,783005100776169472
6682,wrs_willoughby,729,881,31849,4,"Vet, Marines, Boston sports, Speaking truth to stupid
I am right, I'm always right. One time I thought I was wrong, found out later I was right!",863730760477532161
6683,TrueNorthCentre,97584,287,37483,388,True North is a Canadian digital media platform focused on investigative reporting and telling the other side of the story.,3664109892
6684,Headquarters222,662,2830,141138,9,Only those who will risk going too far can possibly find out how far one can go. TSE,2401853988
6685,Nes1068,455,709,35050,1,,416500509
6686,Havehadenough21,143,165,6897,0,has had enough of bigotry of hate of racism of homophobia of trans phobia of sexism of Tory scum and a police force that is as corrupt as the government,1443921605294497792
6687,Callatwatatwat,0,79,2108,0,Very ordinary.,752173745935089664
6688,DerekDry,403,1246,830,0,,1469335101767098378
6689,louisa_faux,2403,4104,338350,271,"I'm Canadian. I love my country. I support Justin Trudeau. 

Support Truth and Reconciliation. 

PLEASE, PLEASE always be kind to animals.",81290051
6690,stamppeder66,688,2170,34589,10,,1260861564
6691,Adri92351711,1,0,12,0,,1491073008810790916
6692,AnneYMous1,1071,16,356,7,Just a little mouse helping out by doing some cleaning up.,1489683283864608768
6693,espe1120,16003,15860,3784,2,God/Forgiveness/Married /#Nurse /#MAGA / #TRUMP/#KAG/#BackTheBlue /#Patriots /#PatriotsUnite /#IFBAP/Followed by @PapiTrumpo @RealMattCouch,1080666650
6695,blockthecoup,3044,4984,38457,1,"Teacher, humanist, European citizen, truth-seeker, rejoiner",982631863087960070
6698,CarlaCrotty,2472,1614,18743,23,"Mother, blogger, lover of all things social media and a #Habs girl for life. Founder of Need Something, Got Something. I've got a thing for coffee and candy.",1011624486
6699,CDL_Watts,316,237,22709,65,"Supernatural #gothic #horror fiction novelist.

'A particular shade of darkness...'",991491530
6700,setandlink,45,83,761,2,U of T grad. 30 yrs in transportation research. Compiler of yacht manuals. Enthusiastic Scottish Country Dancer.,274633701
6702,Kateness101,1516,1682,5890,0,"Wife, Mom, Grandma.  🚫NO DM’s!  
If you tell the truth, you don’t have to remember anything.
- Mark Twain",23670051
6704,ElXe_GaX7,317,377,43872,3,"《XENA FAN ACC》
Writing my story on way *Home* Dreams in Heaven but my feet firm on ground.-QSTVS #Maktub!💙🏠WEAR A 😷 MASK• Get Vaxxed💉✌
#BlackLivesMatter✊🏼",410050322
6706,JeanBalchin,1129,2758,3301,3,"ODT opinion columnist, Pākehā, suicide prevention advocate, Rhodes scholar, writer, painter, pianist, she/her, CFS. MSt Global and Imperial History @ Oxford.",858866471656603648
6708,NannySaysNah,906,5000,347552,7,"Retired doc, studious nana",877572775
6709,richarddorset,208,456,13857,5,"“The whole secret lies in confusing the enemy, so that he cannot fathom our real intent.”",2880081731
6711,cutbeart,1239,3179,16114,2,"The only true wisdom is in knowing, that you know nothing!-Socrates",1237164448965689345
6712,garytexasjess,112,272,8292,1,Proud American. Dog lover and Pitbull advocate.,1405568841665634307
6713,Bexb47,4242,4995,39358,0,"London / Mumbai/ Brunei #FBPE 💙, #FBPA, #WearAMask, #JohnsonOut, #ScrapNHSbill #BrexitTax #ProgressiveAlliance #NotInMyName#FreeNazanin",162973672
6715,MrDJones,5019,2287,2585702,25,"You've come to right place. There's NEWS.... (arguably *Fiction* in the main..) but I ""couldn't possibly comment"", so without further-a-do READ ON...",289148078
6716,JanetD68666233,179,296,32514,0,,917368679951667201
6719,JudeVickers,3605,3711,39566,17,🇪🇺🇬🇧🇬🇩💙 #FBPE #BLM Hoping next GE sees Tories out of No.10! 😷,725556481
6720,alanrfrancis,1313,2239,3750,0,Rejoiner Anti #ToryCorruption #ToryCovidDisaster #ToryBrexitDisaster #BorisTheLiar #GTTO  #SaveNHS💙  #ToriesLie2U #ToryBrexitLies #ToryCronyism #BrexitWasAScam,16851881
6721,Andrew54053939,3165,3982,10347,4,"🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🇮🇪📷🏉 opportunities for all in a just and fair society. Enjoy travel, reading, photography.",1251509878759346177
6722,deberella,120,624,1286,37,short n sweet,21617746
6728,ananthprabhu4,20,196,2029,0,,4228746930
6729,TNF_IND,5,81,48,1,Tweets are personal. RT's are for  better reach and not endorsements. #indian #nationalist,1490971417109798912
6730,HalseyJane,2603,4128,229899,19,End #FPTP eco friendly pet treats and toys #FBPE ⬇️ #FBPPR also @Dianamorgangar1 for offers for pets,2262575765
6731,terrapharma,1988,4638,73272,66,"Elected to public office at 18; political scientist, entrepreneur, marketing guru, musician and consumer advocate.",281387770
6734,marcelbar8,6000,4287,83191,151,Brabantse Leidenaar | jurist | glas half vol | anti-populist | Volt💜/D66💚 | klimaatdrammert | stop biomassa | maakt (zee)foto's | mens & dier | PSV | tw.o.p.t,1734953784
6737,Fitadelphia,4233,4908,17973,140,Pres/Founder La Placita Wellness 501c3/Fitadelphia/Author What's Eating You Kid? Children/adult wellness program. How many monsters did you see today?,263187637
6739,DS_McDonough,753,422,6799,18,"Think tanker, editor, recovering academic, #DMsGuild author, lover of tea and good beer.",1483572878
6740,_PORKSTER_,699,2869,20763,7,"Man of mystery, Doxing feds for the LULZ. 
#ACAB where did #Phreaking 1986 go, 
#Journalismisnotacrime 
#Vaccinate
#FreeCommanderX 
#WeAreAllAssange",1405506977460072454
6742,d3ntal_floss,79,311,9787,6,; ♒ 🐼 Stay Weird. (She/Her) |,582869483
6746,MagsSnik,867,2129,17414,1,Parent. Teacher for 40 years. European. Left. German speaker (sort of). I have NOT had enough of experts. #BrexitShambles 💙,2832582249
6747,RayLangford6119,2184,2488,29480,4,Trapped on neo-feudal Plague Island with the authoritarian and democidal Tory Party. Woke = Progressive in outlook,1926990182
6749,bar1_e,79,81,8378,0,I am a pro-choice pro same-sex marriage Catholic. Which means I am going to hell! But I prefer warm weather anyway...💉💉💉,1064922958257373185
6751,kwxxx123,187,192,1302,0,"Visit my blog to read my stories - https://t.co/USqhu1Lmkv
#erotica #nsfw
#follow4follow #follo4folloback #followback",170363692
6754,MrJoKeR604,216,299,17389,14,"Fan of democracy🍁Fan of diversity🍁Fan of equality🍁

Your twitter echo chamber isn't reality, I feel like some people need to hear this.

Twitter=bot bot bot",1440788369177395206
6755,yoohooair,400,1043,25468,22,"Just because you can... doesn't mean you should.
Other than voting.  If you can vote, you should vote.  So register now if you are eligible but haven't yet.",128102018
6756,ManleyZeller,881,1931,6397,1,Healer of Brain-Based Vision Disorders. #ally 🌈#BLM #progressive #atheist she/her,960897959243198464
6757,GRoberts1878,201,1420,5801,0,Woke Northern type. #JohnsonOut,1312282335396737026
6759,MarieTattersall,848,1297,17061,0,"See something, Say Something, Do Something is my mantra. Avid ACNH player with no apologies.
IG 101eastwood",3329591867
6760,DorisGrinspun,23405,9875,38986,262,PROUD RN. RNAO's CEO. Founder BPG Program and it's #BPSO Social Movement. #COVID-19 fighter! Outraged over the loss of #LTC residents to #COVID-19: SHAMEFUL!,113516847
6762,emmadeady,10961,2376,8215,27,she/her,374904382
6763,fiorifan,4224,4998,124189,37,"Mother, grandmother, painter, socialist. Hates injustice anywhere",55049447
6765,JahangirSartaj,4312,3374,108804,127,"Public Health Specialist. Past Arkansas State Viral Hepatitis Coordinator&Sr. Epidemiologist. Opinions are PERSONAL, NOT Medical advice #OUHSC #McMaster Alumnus",363612076
6766,ProbationOffic1,908,119,10792,10,City-based Probation Officer sick to the back fucking teeth of the Tories' ideological destruction of our justice system.,701775084
6767,RobynUrback,49493,1635,15466,591,"Columnist, Globe and Mail. Formerly CBC News, National Post. Accepts unsolicited dog pics.",27380224
6768,VanFightback,58,142,127,0,Vancouver section of Socialist Fightback in Canada. Socialist Fightback is the Canadian section of the International Marxist Tendency #IMT #workingclass,1411145618970451971
6769,FightbackLabour,701,593,1583,7,"Collective of workers, union and non-union across Canada, united to fight against the attacks of the bosses and the injustice of the capitalist system!",1258127398589136898
6770,CodyWil67343302,159,429,37580,1,I O,1196031435083268096
6772,banaltwittbimbi,2321,3455,39327,0,"🌊 HF Aspie w/SS. #AntiFaActual - Manning The Barricades For 50 Years. Orig #YIPPIE/SDS/WU Member. Hippie double agent in MKUltra. Google: ""Jondalf Thrasher"" 🌊",603867006
6774,procartoonists,7147,1413,135283,257,"Professional Cartoonists' Organisation.
Portfolios and blog at http://t.co/FUih22n0XW",15676244
6776,Acer_rubrum711,49,393,4985,0,aggressively unimpressed. undefeated in every category.,200973214
6778,ResistOrganize,5738,3,128875,42,Retweets with hashtag: #Resist #Organize #AlternativeFacts #LiarInChief,822989712692482049
6780,TerryTa23657140,191,345,17277,1,,1224584637868961792
6783,KimDoucet,674,905,7849,29,"Hair Sculptress, Business Owner, Artist, World Traveler, Dreamer and a Doer. Animals are my favorite people. métis 🌈🙏 
she/elle #vaccinesWork",35138445
6784,awudrick,17989,868,1133,155,"Director, Domestic Policy Program @MLInstitute",16434993
6785,bonnieprob,412,521,47246,2,"Vissi d’arte, etc. RTs don’t imply agreement",2848314473
6786,NoushsDad,312,1106,8619,1,Math graduate & Engineer. Just me and my beautiful daughter . . . . and pip the dog . . . and some cats. . . . Malvern born and bred. Now up north Duck,594427701
6788,hiebzky,584,486,6220,4,"Partner, Dad, electrician and a guy who rides bikes and drives a Zamboni sometimes. These opinions are mine and mine only. Lots of thoughts, no prayers.",136346954
6789,DeborahFSussex,3924,5002,107035,9,Rejoiner. Animals especially dogs. Novice quilter. Sussex. UK,859086172429090818
6790,JuneMcg05903673,918,1324,9373,0,,1297885605096042496
6792,meadoval4lyf,234,493,16531,3,,160350968
6793,BallsRad,94,981,1857,1,Just using Twitter for Crypto news 🇨🇦,1206736836783009793
6794,luthien56,91,338,1805,0,"Remainer 3.5%  Lover of nature, teaching, and fairness. Slave to my cats!",21027333
6796,sa_cullen,2112,1414,169329,97,"Member East Hants LDs (Alton). Air traffic control officer (retd), Alton town cllr, cricket & rugby (union), pc gamer, sf fan. Lifelong Liberal/Lib Dem.",1853894491
6797,MaggieKeresteci,10618,8306,18024,75,"I care about improving lives of patients & caregivers | Author | Speaker | Advocate | Change Agent | healthcare policy | I speak for myself, influenced by many",1454988636
6798,stewspecs,237,439,6462,2,Eyecare for all the family.,315388155
6801,katefrancis01,171,543,3701,1,Nomadic pensioner,2450486358
6803,JohnTomkins,282,355,14373,10,"Seriously Annoying 

'Everything will be alright in the end.  If it's not alright, its not the end.'",36942214
6804,gmburrows,42,101,65,0,,151867754
6805,vautour_marie,2893,4875,226982,4,Massachusetts,1252907875
6807,MarieCesile,165,128,24867,0,,773224072503111680
6809,JoshHolliday,480,1380,623,35,"Host+Actor+Writer. Occasionally funny.
Talk That Rocks!
Host of Josh Holliday Live! Fridays at 3 on NEWSTALK SAUGA960 AM. https://t.co/6CK3ZeLskY",22838962
6810,balmig,1242,2181,58800,26,"Better than talking to myself, especially in public behind a mask... #vote #GunReform #maskup #GetVaccinated #BuildBackBetter",207794083
6813,Noobincrypt,1334,2444,14268,95,"trade btc+alts+stocks.
TV charts in link. I like candlesticks, horizontal resistance,
fibs, fractals.
At 15kusd btc I'll start risk management. maybe.",371021818
6814,maidajube12,21,81,107,0,art school scares me,871371590142963712
6815,BeatonMhairi,95,424,7596,0,,3010474792
6817,Cable106,149,676,21337,9,,198807974
6818,chrismilne69,3840,4999,8944,2,,733534758
6819,OuzoFC,170,1316,4086,4,,21113697
6820,calamity_major,4714,5228,22227,2,If its ice cream it has to be Ben & Jerry's,1013837684765323265
6821,LSchaffer16,811,1141,64550,2,"Episcopal Christian, wife, mother, grandmother, daughter, sister, 8th generation American citizen, retired from the automotive industry, Democrat.Truth matters.",1221114803495849985
6823,Ingridoostrom,522,676,8197,19,"HR Businesspartner @Rabobank, #Coach en eigenaar van @Chiaracoaching, #muziek, #politiek, #sport, enjoying life starts with the little things ☺️",226724047
6824,arianapond,857,466,382490,30,i won't break your heart if you can break my spell,364204881
6826,lib_crusher,37862,5363,71577,228,,104081761
6827,maryim2021,223,496,1423,1,"Strijdt tegen verwarringzaaiers, bedriegers, verspreiders van desinformatie en manipulatoren = fvd en wappies. Goed Betaalde Trol.",119420311
6828,ghostinthe__,293,115,6240,5,Happies voor wappies,1175793934796230656
6829,afewtrell,44,494,2780,2,,24621727
6830,Rmarkott,395,1041,11841,11,"A little bit country, a whole lot disco glitter ball. Now appearing nightly just south of Detroit. Opinions my own. RTs not an endorsement",157623951
6831,_moky__,1623,2452,95314,12,"Hede wel the weyes of byrdes •Metrist•
☸️•Cause and Effect•📿•Robyn C•MemberALP/ACTLabor•Asia Pacific• AZ double vaxxed• 🏴󠁧󠁢󠁳󠁣󠁴󠁿•IPCC•Is 2050 too late?••",886199908113408000
6833,LexWillem,534,765,9314,4,"Work between Amsterdam & Miami. 
#IT #Nerd #Father #petrolhead #boating",309244321
6834,Beerdri01118796,492,1533,32149,1,"Beer powered!
pro Europe, anti Brexit and anti Tory.",1393213234665099265
6836,Animall68376717,599,1015,114292,1,Book lover too. One of many growing blue dots in Texas. Let's do this!,1276984668575928321
6837,JerasIkehorn,20771,12537,24980,25,"Just living the California liberal dream... #FBR, #Resister, #BlueToMyCore, NO DMs 🌈😎🌊🚴🏻‍♀️🏊🏻‍♂️🏖🐾",936788589622435842
6838,johwilcha,3645,3570,86661,11,So I'm in a Remain bubble; the people are so much nicer here and together we will #Rejoin. breaksit is a scam and the scammers will be held to account.,4358588292
6839,CELTlfs,681,571,14851,9,"CELTIC , MotoGP,Leftie ,CELTIC Destroy The Right , CELTIC 🍀",309495119
6840,keefywonder,752,1260,16394,21,"My wife, lads, dog &cat #cpfc, Padstow. Funk, Northern soul & Reggae. And I fucking hate racists",150340021
6843,kyall,565,355,483,2,make the world better,15487023
6844,jillwalker4,890,3534,22560,0,,372058980
6847,SkyNews,7490348,23,508093,28917,"For breaking news @SkyNewsBreak. Watch live on Sky 501, Virgin Media HD 602, Freeview 233 and YouTube.

Download our app: https://t.co/B2AP8GvitH",7587032
6849,MaggieM00021130,2287,4995,20743,4,"I an average mom trying to do my best for my kids and my community. If someone writes via:me (maggiem00021130), it doesn't mean an endorsement.",1330521007250165768
6850,ptasiuk,1629,2796,50794,4,"Licensed Ontario Realtor. TM Warrior. Block all suspected bots and fake accounts. Always. Every one. Don't even try.
Blocked by @KirstieAlley
GET VACCINATED!",1627781137
6851,Amophera,128,61,20453,0,"Long time New Democrat, vegan, gardener, and nature-lover.",904727572344213504
6853,ElanmanS4,1899,2654,36542,5,"Merician, British, European. I own a 1969 Lotus Elan Pro EU one of the 48%. 3 Golden Retrievers. Blocked for the Pinned Tweet by Nigel Evans MP RT",747094182041378816
6855,trippytakes,130,330,5016,3,he/they. I reside in Hell-berta. Trading my CAD$ away for #BTC | Finance - MRU📚,1412458189904224258
6856,smurfsj,7,290,2099,1,bright side of the road 🇨🇦 Wash Your Hands & 😷 & Join a Union #GetVaccinated,421830937
6857,Brahmaselder,128,583,2586,1,No hate meant or wanted.. but if you bringing it I'm firing both barrels. 👌🙏,2680984672
6859,NovaCrotia,38,302,812,2,,1393954121649213443
6862,MeanMrJones,527,428,59997,4,"Married (38 yrs)
 Father of 2 Great Kids
 Grandfather to Christopher
 Political Junkie
 
Please No Dms
 Stay Safe!",1322497214929915907
6863,londo402,437,886,45249,7,"Learn CPR for those you love!

Download Covid Alert App today https://t.co/ffSZwOq401

Got my flu shot @4Jude4everyone

Malton Raised",3246355234
6864,Gauci10P,95,429,23783,0,,1366872135227088900
6865,ColumbiaBugle,239427,64887,134031,1368,Truthful & America First Conservative Political Commentary. Our hearts are in the trim! #AmericaFirst,3267456386
6867,luluincanada,2175,5001,20294,7,"Writer with a PhD. Cultural historian- women, history, societies, cinema, trauma. https://t.co/t77eCC4ECU",1025874541594243074
6868,debraclarke678,190,451,6331,4,"Retired.Loves golf, art, quiz programmes and gardening. EU passport holder. We must keep our NHS 💙💙 Socialist. Get Johnson OUT",2522699837
6869,nickrawnotwar,3303,4781,8213,0,"Nationality is a lottery, consciousness should always be our state of mind. History can teach us much if we let it. 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺 #FBPE #FBPPR",120123407
6870,skrymir42,2068,2439,75735,49,"Father of 3, partner, singer, and smoke-free thanks to e-cigarettes. Proudly 🍁, love talking politics, 🏒 fan, 🏈 fan. Tobacco harm reduction advocate.",527059571
6871,dbliuvas,79,136,7879,0,,548916632
6872,CaraMia200,6409,4131,216786,26,"“sick of all the stiffs , sick of all the dips. i’m bored.” James Newell Osterberg, Jr.",1573800344
6876,TrentBridge1,1568,1858,106033,0,"Middle aged. Forest fan,eternally grateful to Brian Clough,left wing politics since 70s  Cricket lover, real ale enjoyer.Parent of two grown ups.",62340799
6877,tundrawolfqueen,9537,10083,131175,20,💙🌊Demfurlife🌊wife/mom/fur babies/vet🌊💙kindness/animals/humor💙🌊#BidenWon🌊❄#wildhorses/timberwolves❄🌊 #🚫Porn/bots/trolls🚫❄🌊,868251817200701440
6879,migilmor,245,90,39281,8,,278017676
6880,roboren,232,815,647,25,"NYC-based Executive Producer and director of digital/documentary/television media, music lover & travel junkie. Proud husband and dad. On the Board @winetowater",32989143
6881,guist_pat,536,428,30383,0,Passion for people. Spread love everywhere you go. Let no one ever come to you without leaving happier,2563676691
6883,WearySky,290,252,12106,1,Just a tired bit of sky doing my best to add a little bit of good into the world. He/him,767343928110673920
6887,angloirishgal,351,317,57471,22,"Frustrated artist, lover of art especially all things Impressionist and Pre-raphaelite, theatre and arts in general, as well as being all-round nut-job",77997068
6889,colinpennkenny,2461,3317,61434,0,"Liverpool bloke. relieved retired civil servant so clearly liberal elite. loves EU particularly France where I am now. Trivia lover, hopefully got half a brain.",1126112054
6890,Flannsplainer,1991,3085,9275,7,"Writer. Editor. On my nightstand you'll find Joyce, Faulkner, Wilde and Auden. Next to it you'll find me, watching some crap on Netflix.",788358128509284353
6895,RyanMcGreal,8209,3740,65827,211,Off course but constantly correcting. (he/him),42429755
6896,CarolienJason,9,20,77,0,Fight for freedom! Not vaccinated! Protecting my kid! Make your own choise! *ConvoyNetherlands*,1466515979333246976
6897,EddyMarkovic,382,299,6692,0,"Retired electrical engineer still enjoys electronics and pop music.  In for hiking, preferably in the Alps",220088358
6898,etanvir,683,4767,105369,8,She/ her/ hers,84674257
6899,tonyserrata,14584,10922,411749,80,"Actor, Photographer, 20 years in tech before that. @DignityPac & Coordinating Producer of The Game Is Up film. Opinions here are mine. https://t.co/Mgdubdb1A9",15525413
6900,TODDCastPodcast,8437,2622,515759,580,🇨🇦 Dad. Husband. Son. Brother. Friend. Nerd. #BCIT instructor. CFOX Afternoons ('02-‘14). #TCPC https://t.co/44dkdUYP4h,342188187
6901,stompo2000,1934,4999,85056,63,"Master creeper and debater. Alcohol enthusiast. Football fanatic, political troll. Eater of meat, lifter of weights, drinker of wine and UNION MEMBER!",2900026083
6903,Rossereliz,38,28,1138,0,,1190919882298314754
6904,ErinandKman,30,114,7278,0,💞💯%,910190256284160001
6905,eggleston_darcy,28,297,1318,0,,753139763452837888
6906,CandiceBergenMP,104869,2397,8292,412,Member of Parliament for Portage—Lisgar & @CPC_HQ Leader. Keep up to date on Facebook & Instagram @candicebergenmp,833988769
6907,IndieAngles,2568,0,245895,34,We amplify the voices of indie hackers ✌️ Double your organic reach on all channels with https://t.co/aE3vTLqIDt 🤯,1446076069803708431
6908,FigHopbine,80,306,2725,0,,728247487346135040
6911,nellienutkins,85,202,3493,1,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇳🇿 That’s Karma… No, that’s Kramer! human car crash.",982031527843262465
6912,MikeBabulic,174,195,65091,24,Geriatric geek. Cyclist. Hiker. Hash House Harrier. Partner to Brenda. Best friend to Vinnie Van Go; he's my dog,2775737846
6913,M_R_TEMPEL,2316,2305,201509,234,O.G.#GhostOfNoNation #AnonOps fuck racisme / HUNTER #PhantomOfThewood @CtrlSec / /Anonhalfbreed #OpDomesticTerrorism #AnonymousHateWatch,411377266
6914,spencolas,1612,1605,1920,9,"Restez toujours du bon côté du soleil. 
💉💉  Allergisch voor Fvd aanhangers.",1336245110472912898
6915,alsellers18,13,46,269,0,,3074135791
6916,Davidy1945,340,47,51493,1,"PhD, Social Scientist, 76. Follower of 2 traditions; Deleuzian sociomaterial thinking (e.g. Deleuze, Latour, Law,,Stengers etc) and Tavistock socioecology",1029544640574177280
6918,tamtamtallulah,1443,1440,44120,22,"Semi-pro idler, front room philosopher and Icon of Western Decadence.",232805732
6919,JohnLewisEU,24520,13840,24782,12,,1199779543533473792
